,Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits,2016 Median Annual Income
880,JPMorgan Chase Bank,0,Elmhurst York Branch,1865,5/1/1934,11/13/2004,163 North York Road,Elmhurst,DuPage,IL,60126,41.90178,-87.93988,125043.0,133024.0,147976.0,166249.0,179323.0,196953.0,218508,61386
881,JPMorgan Chase Bank,0,Niles Branch,1866,5/1/1934,11/13/2004,8510 West Golf Road,Niles,Cook,IL,60714,42.05471,-87.83853,156893.0,170904.0,200181.0,215970.0,231004.0,249439.0,278880,61386
882,JPMorgan Chase Bank,0,Oak Park/Madison Branch,1868,5/1/1934,11/13/2004,800 West Madison,Oak Park,Cook,IL,60302,41.89475,-87.78969000000001,80396.0,87056.0,97997.0,107596.0,114935.0,122366.0,137466,61386
883,JPMorgan Chase Bank,0,Oak Lawn Branch,1870,5/1/1934,11/13/2004,10440 South Cicero Avenue,Oak Lawn,Cook,IL,60453,41.70296,-87.74032,112522.0,117975.0,129125.0,142040.0,152912.0,176723.0,193882,61386
884,JPMorgan Chase Bank,0,Antioch Branch,1871,5/1/1934,11/13/2004,425 Lake Street,Antioch,Lake,IL,60002,42.477270000000004,-88.09744,50991.0,53234.0,58262.0,62595.0,64997.0,68393.0,71292,61386
885,JPMorgan Chase Bank,0,Northbrook Dundee Branch,1872,6/1/1934,11/13/2004,2801 Dundee,Northbrook,Cook,IL,60062,42.13821,-87.84854,148628.0,157027.0,197009.0,191659.0,201158.0,209577.0,229077,61386
886,JPMorgan Chase Bank,0,Rogers Park Branch,1874,6/1/1934,11/13/2004,7015 North Western Avenue,Chicago,Cook,IL,60645,42.00926,-87.69006,184714.0,189296.0,208394.0,224278.0,235316.0,252619.0,268911,61386
887,JPMorgan Chase Bank,0,Barrington Branch,1937,8/1/1934,11/13/2004,136 W Northwest Hwy,Barrington,Lake,IL,60010,42.16154,-88.13795999999999,116582.0,167878.0,188646.0,121675.0,136475.0,135775.0,159717,61386
888,JPMorgan Chase Bank,0,Scott Branch,1963,12/13/1934,11/13/2004,120 North Scott Street,Joliet,Will,IL,60432,41.52653,-88.08014,52781.0,52872.0,53810.0,49631.0,51050.0,57161.0,61470,61386
889,JPMorgan Chase Bank,0,Jefferson Branch,1964,12/13/1934,11/13/2004,2500 West Jefferson Street,Joliet,Will,IL,60435,41.522,-88.1433,81209.0,80664.0,85408.0,89056.0,95625.0,103021.0,119046,61386
890,JPMorgan Chase Bank,0,Shorewood Branch,1967,12/13/1934,11/13/2004,906 West Jefferson Street,Shorewood,Will,IL,60404,41.5215,-88.20871,63762.0,74438.0,77568.0,80813.0,99774.0,110944.0,152461,61386
891,JPMorgan Chase Bank,0,Lake Forest Branch,1983,1/1/1955,11/13/2004,300 East Illinois Road,Lake Forest,Lake,IL,60045,42.25011,-87.83933,87215.0,89823.0,109650.0,143298.0,146221.0,173067.0,193279,61386
892,JPMorgan Chase Bank,0,Glenview/River Drive Branch,1873,1/1/1956,11/13/2004,990 River Drive,Glenview,Cook,IL,60025,42.07262,-87.80107,132115.0,142498.0,169318.0,186299.0,203857.0,220289.0,236512,61386
893,JPMorgan Chase Bank,0,Woodstock Branch,1973,1/1/1958,11/13/2004,118 Cass Street,Woodstock,McHenry,IL,60098,42.315290000000005,-88.44714,27913.0,31967.0,36384.0,38719.0,44840.0,49395.0,54559,61386
894,JPMorgan Chase Bank,0,Mokena Branch,1969,1/1/1961,11/13/2004,11124 Front Street,Mokena,Will,IL,60448,41.53106,-87.88775,27074.0,28528.0,32891.0,35081.0,39013.0,41203.0,43899,61386
895,JPMorgan Chase Bank,0,New Lenox Branch,1970,1/1/1961,11/13/2004,500 West Maple,New Lenox,Will,IL,60451,41.5176,-87.98002,65455.0,72926.0,78613.0,86324.0,88096.0,92774.0,96963,61386
896,JPMorgan Chase Bank,0,Plainfield Illinois Branch,1966,9/14/1961,11/13/2004,15115 S Illinois,Plainfield,Will,IL,60544,41.60771,-88.20363,51788.0,54839.0,60151.0,63626.0,66232.0,68990.0,73059,61386
897,JPMorgan Chase Bank,0,Ravenswood Branch,1893,6/14/1962,11/13/2004,1825 West Lawrence Avenue,Chicago,Cook,IL,60640,41.968740000000004,-87.6751,358074.0,372007.0,399136.0,426536.0,441925.0,467837.0,524977,61386
898,JPMorgan Chase Bank,0,Randhurst Branch,1954,8/7/1962,11/13/2004,55 East Euclid Avenue,Mount Prospect,Cook,IL,60056,42.0879,-87.93418,658590.0,696174.0,763066.0,872556.0,900941.0,834621.0,859200,61386
899,JPMorgan Chase Bank,0,Lansing Ridge Branch,1895,3/22/1963,11/13/2004,3115 Ridge Road,Lansing,Cook,IL,60438,41.56471,-87.54133,107903.0,111449.0,126487.0,136072.0,136416.0,146371.0,160651,61386
900,JPMorgan Chase Bank,0,County Fair Branch,3169,8/10/1964,11/13/2004,303 S Mattis Avenue,Champaign,Champaign,IL,61821,40.114090000000004,-88.27695,78768.0,87919.0,100913.0,115225.0,125922.0,138431.0,155921,61386
901,JPMorgan Chase Bank,0,Mcclean Branch,2022,7/1/1965,11/13/2004,1130 North Mclean Boulevard,Elgin,Kane,IL,60123,42.0594,-88.31545,64115.0,62640.0,69829.0,73903.0,76616.0,78785.0,83287,61386
902,JPMorgan Chase Bank,0,Rockford North Main Branch,3160,9/8/1965,11/13/2004,3699 North Main Street,Rockford,Winnebago,IL,61103,42.3157,-89.07714,40190.0,41048.0,43726.0,48794.0,51965.0,53855.0,55564,61386
903,JPMorgan Chase Bank,0,Hinsdale/Ogden Branch,1924,11/17/1967,11/13/2004,400 East Ogden Avenue,Hinsdale,DuPage,IL,60521,41.81739,-87.92061,157124.0,168244.0,221012.0,251201.0,271930.0,308195.0,322828,61386
904,JPMorgan Chase Bank,0,Winfield Road Branch,1959,4/8/1968,11/13/2004,0n 010 Winfield Road,Winfield,DuPage,IL,60190,41.87105,-88.15791,75317.0,80050.0,91765.0,100294.0,106269.0,112422.0,119950,61386
905,JPMorgan Chase Bank,0,Bloomington Downtown Branch,3171,5/28/1968,11/13/2004,413 E Washington,Bloomington,McLean,IL,61701,40.479620000000004,-88.98980999999999,11533.0,13158.0,14552.0,16931.0,19868.0,23006.0,26787,61386
906,JPMorgan Chase Bank,0,Highland Park Drive-Up Branch,1949,11/15/1968,11/13/2004,506 Park Avenue,Highland Park,Lake,IL,60035,42.18759,-87.79793000000001,0.0,0.0,0.0,0.0,0.0,0.0,0,61386
907,JPMorgan Chase Bank,0,LA Grange Drive-Up Branch,2024,12/7/1968,11/13/2004,308 West Burlington Avenue,LA Grange,Cook,IL,60525,41.81504,-87.87352,0.0,0.0,0.0,0.0,0.0,0.0,0,61386
908,JPMorgan Chase Bank,0,LA Grange Branch,2023,6/13/1969,11/13/2004,308 West Burlington Avenue,LA Grange,Cook,IL,60525,41.815509999999996,-87.86973,150156.0,160133.0,187633.0,198121.0,235214.0,249039.0,276715,61386
909,JPMorgan Chase Bank,0,Mt. Prospect Countryside Branch,1955,9/2/1969,11/13/2004,1190 South Elmhurst Road,Mount Prospect,Cook,IL,60056,42.04364,-87.94082,145296.0,151134.0,180816.0,196669.0,207198.0,224053.0,240447,61386
910,JPMorgan Chase Bank,0,Northfield Branch,1958,11/21/1969,11/13/2004,400 Central Avenue,Northfield,Cook,IL,60093,42.10233,-87.77094,134783.0,147558.0,158826.0,182938.0,210235.0,211281.0,223336,61386
911,JPMorgan Chase Bank,0,Hoffman Estates Branch,1943,1/2/1970,11/13/2004,2555 West Golf Road,Hoffman Estates,Cook,IL,60169,42.04647,-88.14299999999999,111665.0,117886.0,171629.0,188682.0,200410.0,217438.0,231814,61386
912,JPMorgan Chase Bank,0,Romeoville/Phelps Branch,1928,3/2/1970,11/13/2004,50 Phelps Avenue,Romeoville,Will,IL,60446,41.6532,-88.08312,58679.0,60810.0,64129.0,67028.0,70796.0,76514.0,80937,61386
913,JPMorgan Chase Bank,0,Evanston-Grove Branch,2020,12/1/1970,11/13/2004,901 Grove Street,Evanston,Cook,IL,60201,42.04551,-87.684,54168.0,58191.0,64719.0,72801.0,93439.0,97980.0,109191,61386
914,JPMorgan Chase Bank,0,Arlington Rand Branch,1941,12/17/1970,11/13/2004,300 East Rand Road,Arlington Hts.,Cook,IL,60004,42.11184,-87.97903000000001,136229.0,164619.0,161888.0,184176.0,194300.0,227893.0,327389,61386
915,JPMorgan Chase Bank,0,Crest Hill Branch,1968,5/17/1971,11/13/2004,1660 North Plainfield Road,Crest Hill,Will,IL,60403,41.55319,-88.12321999999999,92257.0,94111.0,96759.0,102206.0,104123.0,111765.0,121011,61386
916,JPMorgan Chase Bank,0,Wheaton Main Drive-Up Branch,1906,5/24/1971,11/13/2004,311 East Wesley Street,Wheaton,DuPage,IL,60187,41.866209999999995,-88.1028,0.0,0.0,0.0,0.0,0.0,0.0,0,61386
917,JPMorgan Chase Bank,0,Stratford Branch,1902,12/1/1971,11/13/2004,439 West Schick Road,Bloomingdale,DuPage,IL,60108,41.9535,-88.10883000000001,213247.0,232930.0,279398.0,308704.0,320442.0,347243.0,375537,61386
918,JPMorgan Chase Bank,0,Golf Road Branch,1887,1/10/1972,11/13/2004,43 East Golf Road,Arlington Hts.,Cook,IL,60005,42.05121,-87.98146,173502.0,188144.0,208315.0,239513.0,262601.0,278224.0,303052,61386
919,JPMorgan Chase Bank,0,Batavia Avenue Branch,1900,1/2/1973,11/13/2004,130 South Batavia Avenue,Batavia,Kane,IL,60510,41.85194,-88.31221,58623.0,66247.0,74090.0,81792.0,89933.0,91821.0,102554,61386
920,JPMorgan Chase Bank,0,Downers Grove Ogden Branch,1899,4/26/1974,11/13/2004,1200 Ogden Avenue,Downers Grove,DuPage,IL,60515,41.808609999999994,-88.01473,171616.0,182272.0,214943.0,243364.0,264202.0,287793.0,302892,61386
921,JPMorgan Chase Bank,0,Loves Park Branch,3162,9/3/1974,11/13/2004,7997 North Alpine Road,Loves Park,Winnebago,IL,61111,42.33938,-89.02871,37738.0,39836.0,41436.0,44675.0,44366.0,47504.0,51260,61386
922,JPMorgan Chase Bank,0,Willowbrook Facility Branch,2025,4/24/1975,11/13/2004,730 Plainfield Road,Willowbrook,DuPage,IL,60527,41.76227,-87.94115,207872.0,240239.0,272723.0,297492.0,396743.0,409899.0,451658,61386
923,JPMorgan Chase Bank,0,Lake Zurich Plaza Branch,1952,8/5/1976,11/13/2004,One First Bank Plaza,Lake Zurich,Lake,IL,60047,42.20147,-88.04728,122775.0,141906.0,161739.0,170602.0,205203.0,216926.0,242343,61386
924,JPMorgan Chase Bank,0,Dunham Branch,1911,9/29/1976,11/13/2004,520 Dunham Road,St. Charles,Kane,IL,60174,41.9225,-88.28533,109449.0,122446.0,139944.0,158406.0,168712.0,185736.0,199986,61386
925,JPMorgan Chase Bank,0,Oak Park-Madison Drive-Up Branch,1890,12/1/1976,11/13/2004,933 Madison Street,Oak Park,Cook,IL,60304,41.87964,-87.79888000000001,0.0,0.0,0.0,0.0,0.0,0.0,0,61386
926,JPMorgan Chase Bank,0,Mcdaniel Banking Center Branch,1946,1/17/1977,11/13/2004,1901 Mcdaniel Avenue,Evanston,Cook,IL,60201,42.05297,-87.70976999999999,87872.0,89046.0,101989.0,111717.0,115983.0,124286.0,132113,61386
927,JPMorgan Chase Bank,0,Near North Branch,1862,5/14/1977,11/13/2004,1122 North Clark Street,Chicago,Cook,IL,60610,41.90242,-87.6314,233434.0,252565.0,252760.0,276119.0,314942.0,346169.0,365909,61386
928,JPMorgan Chase Bank,0,Winnetka Drive-Up Branch,1892,9/12/1977,11/13/2004,845 Spruce Street,Winnetka,Cook,IL,60093,42.10705,-87.73605,0.0,0.0,0.0,0.0,0.0,0.0,0,61386
929,JPMorgan Chase Bank,0,Rockford Downtown Branch,3159,11/28/1977,11/13/2004,401 East State Street,Rockford,Winnebago,IL,61104,42.268229999999996,-89.08879,63852.0,59908.0,60351.0,60670.0,62366.0,69129.0,62501,61386
930,JPMorgan Chase Bank,0,Carol Stream Branch,1907,5/22/1978,11/13/2004,411 South Schmale Road,Carol Stream,DuPage,IL,60188,41.89198,-88.10545,202181.0,216748.0,240347.0,266012.0,288827.0,340716.0,344306,61386
931,JPMorgan Chase Bank,0,Pfingsten Branch,1947,10/16/1978,11/13/2004,2801 Pfingsten Road,Glenview,Cook,IL,60025,42.10638,-87.84889,283409.0,316789.0,370574.0,388409.0,396163.0,422959.0,474429,61386
932,JPMorgan Chase Bank,0,Dempster Branch,1939,12/20/1978,11/13/2004,4200 West Dempster Street,Skokie,Cook,IL,60076,42.04084,-87.73269,109959.0,118116.0,130115.0,146437.0,161322.0,175031.0,199610,61386
933,JPMorgan Chase Bank,0,Lemont Branch,1953,2/27/1979,11/13/2004,1132 State St,Lemont,Cook,IL,60439,41.65948,-87.99999,96670.0,109287.0,121726.0,138629.0,159318.0,182859.0,209343,61386
934,JPMorgan Chase Bank,0,North Bank Branch,3154,5/3/1979,11/13/2004,"210 North Grand Avenue, West",Springfield,Sangamon,IL,62702,39.8161,-89.65593,25595.0,27099.0,29281.0,33472.0,32848.0,34141.0,36285,61386
935,JPMorgan Chase Bank,0,City Line Branch,3175,6/11/1979,11/13/2004,151 Nineteenth Avenue,Moline,Rock Island,IL,61265,41.49335,-90.53586999999999,19507.0,20261.0,22932.0,23846.0,24612.0,25494.0,28408,61386
936,JPMorgan Chase Bank,0,Roscoe Branch,3161,12/18/1979,11/13/2004,11440 Main St,Roscoe,Winnebago,IL,61073,42.42624,-89.01273,60352.0,62652.0,67453.0,74806.0,77919.0,81732.0,87867,61386
937,JPMorgan Chase Bank,0,Springbrook Branch,1904,4/29/1980,11/13/2004,136 East Lake Street,Bloomingdale,DuPage,IL,60108,41.95807,-88.08513,135312.0,142949.0,165836.0,186131.0,190426.0,200449.0,226549,61386
938,JPMorgan Chase Bank,0,North Evanston Facility Branch,2021,7/7/1980,11/13/2004,1900 Central Road,Evanston,Cook,IL,60201,42.06427,-87.69883,98522.0,110254.0,134126.0,156128.0,166573.0,177464.0,188964,61386
939,JPMorgan Chase Bank,0,Woodfield Facility Branch,1957,8/24/1981,11/13/2004,K-311 Woodfield,Schaumburg,Cook,IL,60173,42.051629999999996,-88.04881999999999,3473.0,3309.0,3617.0,3294.0,3885.0,3948.0,4096,61386
940,JPMorgan Chase Bank,0,St. Charles/Randall Facility Branch,1912,9/8/1982,11/13/2004,575 South Randall Road,St. Charles,Kane,IL,60174,41.90406,-88.34008,157630.0,157144.0,180229.0,203103.0,220106.0,238494.0,273289,61386
941,JPMorgan Chase Bank,0,Cme Branch,3149,1/9/1984,11/13/2004,30 South Wacker Drive,Chicago,Cook,IL,60606,41.88153,-87.63709,177408.0,224626.0,247421.0,289855.0,291624.0,308165.0,319253,61386
942,JPMorgan Chase Bank,0,Harrison Branch,3158,3/4/1985,11/13/2004,4425 Harrison Avenue,Rockford,Winnebago,IL,61108,42.23812,-89.03018,42070.0,44986.0,44026.0,47946.0,51402.0,54291.0,57959,61386
943,JPMorgan Chase Bank,0,Streamwood Facility Branch,1956,3/1/1986,11/13/2004,151 East Irving Park Road,Streamwood,Cook,IL,60107,42.012809999999995,-88.17963,64185.0,69601.0,74416.0,82055.0,85809.0,93246.0,101141,61386
944,JPMorgan Chase Bank,0,Urbana Downtown Branch,3168,8/11/1986,11/13/2004,405 North Broadway,Urbana,Champaign,IL,61801,40.115,-88.20756999999999,38302.0,47738.0,53600.0,67360.0,83469.0,107057.0,127505,61386
945,JPMorgan Chase Bank,0,Warrenville Facility Branch,1909,11/10/1986,11/13/2004,29w555 Batavia Road,Warrenville,DuPage,IL,60555,41.8313,-88.19943,71277.0,76454.0,87096.0,92815.0,101435.0,107571.0,116932,61386
946,JPMorgan Chase Bank,0,Schiller Park Branch,1894,4/2/1987,11/13/2004,9320 W. Irving Park Rd,Schiller Park,Cook,IL,60176,41.95413,-87.86025,89249.0,99989.0,116968.0,137197.0,144141.0,155872.0,175592,61386
947,JPMorgan Chase Bank,0,Larkin Branch,1944,4/21/1987,11/13/2004,1600 Larkin Avenue,Elgin,Kane,IL,60123,42.034040000000005,-88.31806,73670.0,78550.0,83001.0,86760.0,90182.0,99153.0,100324,61386
948,JPMorgan Chase Bank,0,West Market Bloomington Branch,3172,5/15/1987,11/13/2004,1703 West Market Street,Bloomington,McLean,IL,61701,40.483540000000005,-89.01793,11397.0,11893.0,13009.0,14558.0,16278.0,16318.0,17689,61386
949,JPMorgan Chase Bank,0,Springfield West Branch,3155,7/2/1987,11/13/2004,2801 Greenbriar,Springfield,Sangamon,IL,62704,39.77565,-89.70833,75220.0,72901.0,84683.0,92164.0,99085.0,118005.0,132516,61386
950,JPMorgan Chase Bank,0,Wheaton South Facility Branch,1910,12/23/1987,11/13/2004,1800 South Naperville Road,Wheaton,DuPage,IL,60187,41.83945,-88.10177,371510.0,426709.0,449988.0,482344.0,523243.0,547750.0,591255,61386
951,JPMorgan Chase Bank,0,Schaumburg-Meacham Branch,1960,1/1/1988,11/13/2004,600 North Meacham Road,Schaumburg,Cook,IL,60173,42.04033,-88.04558,238740.0,262288.0,290866.0,346295.0,417165.0,473829.0,507672,61386
952,JPMorgan Chase Bank,0,Elk Grove Village-Higgins Rd Branch,1961,1/1/1988,11/13/2004,100 East Higgins Road,Elk Grove Village,Cook,IL,60007,42.02827,-87.98615,131591.0,143403.0,151132.0,164021.0,173159.0,187114.0,208434,61386
953,JPMorgan Chase Bank,0,Park Ridge Facility Branch,1962,1/1/1988,11/13/2004,1 South N.W. Highway,Park Ridge,Cook,IL,60068,42.01148,-87.82995,547669.0,556115.0,631600.0,666009.0,881141.0,990656.0,1028367,61386
954,JPMorgan Chase Bank,0,Wacker Drive Branch,1863,7/6/1989,11/13/2004,35 West Wacker Drive,Chicago,Cook,IL,60601,41.88686,-87.62694,167816.0,184891.0,218140.0,251476.0,277184.0,307028.0,331722,61386
955,JPMorgan Chase Bank,0,Woodridge Branch,1925,10/14/1989,11/13/2004,7501 Lemont Road,Woodridge,DuPage,IL,60517,41.751059999999995,-88.01255,277744.0,303507.0,353425.0,370286.0,400468.0,415357.0,454552,61386
956,JPMorgan Chase Bank,0,Sauganash Branch,1926,11/1/1989,11/13/2004,4145 West Peterson,Chicago,Cook,IL,60646,41.989940000000004,-87.73268,168454.0,180510.0,193953.0,215891.0,226677.0,245013.0,267182,61386
957,JPMorgan Chase Bank,0,East Lakeview Branch,1883,11/6/1989,11/13/2004,3032 North Clark Street,Chicago,Cook,IL,60657,41.93757,-87.6487,349327.0,392817.0,415294.0,461137.0,490705.0,544147.0,596384,61386
958,JPMorgan Chase Bank,0,Naperville Branch,1897,12/4/1989,11/13/2004,1212 Hobson Road,Naperville,DuPage,IL,60540,41.7528,-88.11933,275828.0,319546.0,355862.0,393765.0,441848.0,479638.0,521464,61386
959,JPMorgan Chase Bank,0,Knoxville Branch,3165,3/12/1990,11/13/2004,7707 North Knoxville Avenue,Peoria,Peoria,IL,61614,40.78089,-89.60258,46566.0,53506.0,63793.0,69923.0,79197.0,88968.0,101359,61386
960,JPMorgan Chase Bank,0,Palatine Branch,1888,5/29/1990,11/13/2004,1131 East Dundee Road,Palatine,Cook,IL,60074,42.138999999999996,-88.01541,130930.0,140081.0,153473.0,166596.0,201052.0,222804.0,238178,61386
961,JPMorgan Chase Bank,0,Lincoln Park Branch,1884,6/4/1990,11/13/2004,2170 North Clybourn Avenue,Chicago,Cook,IL,60614,41.9217,-87.6646,238695.0,251432.0,280716.0,319253.0,322052.0,332592.0,359118,61386
962,JPMorgan Chase Bank,0,Gurnee Branch,1950,3/11/1991,11/13/2004,6400 Grand Avenue,Gurnee,Lake,IL,60031,42.38572,-87.96013,103164.0,114318.0,127652.0,139021.0,174617.0,183319.0,209209,61386
963,JPMorgan Chase Bank,0,Shady Oaks Branch,1942,4/8/1991,11/13/2004,500 North Shady Oaks Drive,Elgin,Cook,IL,60120,42.04652,-88.25159000000001,69211.0,73577.0,82045.0,86629.0,92133.0,102850.0,110856,61386
964,JPMorgan Chase Bank,0,Fox Valley Branch,1898,5/12/1991,11/13/2004,4461 Fox Valley Center Drive,Aurora,DuPage,IL,60504,41.75821,-88.20751,233138.0,254434.0,282567.0,313660.0,322822.0,349406.0,384262,61386
965,JPMorgan Chase Bank,0,Randall Branch,1901,7/20/1991,11/13/2004,5 North Randall Road,Batavia,Kane,IL,60510,41.84985,-88.34034,118081.0,132956.0,151575.0,162274.0,194496.0,208955.0,226195,61386
966,JPMorgan Chase Bank,0,East Branch,3156,12/6/1991,11/13/2004,200 South Dirksen Parkway,Springfield,Sangamon,IL,62703,39.80151,-89.60579,27338.0,29176.0,31311.0,34608.0,36832.0,38282.0,41332,61386
967,JPMorgan Chase Bank,0,Bolingbrook Branch,1885,5/1/1992,11/13/2004,150 West Boughton Road,Bolingbrook,Will,IL,60440,41.709759999999996,-88.0728,72092.0,77777.0,88831.0,95460.0,103056.0,116290.0,122675,61386
968,JPMorgan Chase Bank,0,Algonquin Branch,1975,7/1/1992,11/13/2004,1350 East Algonquin Road,Algonquin,McHenry,IL,60102,42.16117,-88.27583,35851.0,37841.0,42359.0,45192.0,52438.0,56160.0,63288,61386
969,JPMorgan Chase Bank,0,Cary Branch,1976,7/1/1992,11/13/2004,300 Northwest Highway,Cary,McHenry,IL,60013,42.21168,-88.24576,68805.0,72733.0,80745.0,89523.0,94380.0,106398.0,114522,61386
970,JPMorgan Chase Bank,0,Elgin Randall Rd Branch,1915,11/15/1993,11/13/2004,270 South Randall Road,Elgin,Kane,IL,60123,42.02597,-88.33898,113733.0,127705.0,134049.0,147746.0,156199.0,168393.0,189020,61386
971,JPMorgan Chase Bank,0,Lake Zurich-Rand Branch,1977,4/15/1994,11/13/2004,1289 South Rand Road,Lake Zurich,Lake,IL,60047,42.17606,-88.07498000000001,95425.0,105568.0,119435.0,130719.0,147998.0,167726.0,186378,61386
972,JPMorgan Chase Bank,0,Stony Island Branch,1920,6/28/1994,11/13/2004,6650 South Stony Island Avenue,Chicago,Cook,IL,60637,41.773959999999995,-87.58639000000001,93617.0,98662.0,104742.0,113593.0,113263.0,114376.0,121211,61386
973,JPMorgan Chase Bank,0,River Grove Branch,1927,11/10/1994,11/13/2004,3141 Thatcher Road,River Grove,Cook,IL,60171,41.93692,-87.83586,24100.0,26143.0,29520.0,34281.0,37123.0,42533.0,46831,61386
974,JPMorgan Chase Bank,0,Lincoln Branch,1940,7/1/1995,11/13/2004,7941 Lincoln Ave,Skokie,Cook,IL,60077,42.02645,-87.75454,197574.0,197580.0,201267.0,216333.0,219440.0,228588.0,245803,61386
975,JPMorgan Chase Bank,0,Crystal Lake Main Branch,1935,4/27/1996,11/13/2004,550 Crystal Point Drive + Rt 14,Crystal Lake,McHenry,IL,60014,42.225629999999995,-88.31182,60784.0,66068.0,72851.0,83737.0,109065.0,117357.0,129460,61386
976,JPMorgan Chase Bank,0,Milwaukee Avenue Branch,1936,4/27/1996,11/13/2004,5813 North Milwaukee Avenue,Chicago,Cook,IL,60646,41.9872,-87.77815,664623.0,886903.0,898119.0,950907.0,931676.0,937485.0,838904,61386
977,JPMorgan Chase Bank,0,Commerical Elk Grove Village Branch,3152,6/3/1996,11/13/2004,21 North Randall Street,Elk Grove Village,Cook,IL,60007,42.02847,-87.98495,187578.0,264033.0,0.0,0.0,0.0,0.0,0,61386
978,JPMorgan Chase Bank,0,Elgin Branch,1938,7/20/1996,11/13/2004,24 East Chicago Street,Elgin,Kane,IL,60120,42.037259999999996,-88.28477,51460.0,51511.0,53444.0,54933.0,51865.0,56077.0,56993,61386
979,JPMorgan Chase Bank,0,Sterling Plaza-Krogers Branch,3166,8/5/1996,11/13/2004,3311 Sterling Avenue,Peoria,Peoria,IL,61604,40.727109999999996,-89.63207,7349.0,8771.0,10367.0,12133.0,14037.0,14920.0,16683,61386
980,JPMorgan Chase Bank,0,Lockport Jewel Branch,1978,9/10/1996,11/13/2004,14200 South Bell Road,Homer Glen,Will,IL,60491,41.63044,-87.93117,15629.0,19513.0,20891.0,25539.0,29532.0,35163.0,40162,61386
981,JPMorgan Chase Bank,0,Chicago Branch,4403,11/1/1996,8/16/2008,"227 West Monroe Street, Suite 2800",Chicago,Cook,IL,60606,41.880590000000005,-87.63422,0.0,0.0,0.0,0.0,0.0,0.0,0,61386
982,JPMorgan Chase Bank,0,Evergreen Square Krogers Branch,3174,2/15/1997,11/13/2004,801 West Lake Street,Peoria,Peoria,IL,61614,40.73955,-89.60441,7032.0,8480.0,10280.0,12077.0,14160.0,15285.0,17046,61386
983,JPMorgan Chase Bank,0,Arlington Heights Dunton Branch,1992,9/6/1997,11/13/2004,One North Dunton Avenue,Arlington Heights,Cook,IL,60005,42.05782,-87.98835,313906.0,320457.0,345349.0,368903.0,375218.0,395517.0,411665,61386
984,JPMorgan Chase Bank,0,Roosevelt & Canal Jewel Branch,1996,10/28/1997,11/13/2004,1340 South Canal Street,Chicago,Cook,IL,60607,41.866009999999996,-87.63928,34409.0,38308.0,42448.0,47563.0,51147.0,59384.0,61966,61386
985,JPMorgan Chase Bank,0,Grand Branch,2002,3/9/1998,11/13/2004,133 West Grand Avenue,Bensenville,DuPage,IL,60106,41.93161,-87.93619,241563.0,325857.0,331098.0,351837.0,358689.0,365109.0,334470,61386
986,JPMorgan Chase Bank,0,Bensenville-Main Branch,2003,3/9/1998,11/13/2004,123 West Main Street,Bensenville,DuPage,IL,60106,41.95731,-87.94192,73805.0,76690.0,85854.0,95029.0,102068.0,109892.0,116865,61386
987,JPMorgan Chase Bank,0,Libertyville-Milwaukee Branch,2004,3/9/1998,11/13/2004,1201 South Milwaukee Avenue,Libertyville,Lake,IL,60048,42.26315,-87.94915,258035.0,324653.0,349842.0,375533.0,384028.0,399483.0,406090,61386
988,JPMorgan Chase Bank,0,Cook Branch,2005,3/9/1998,11/13/2004,140 West Cook Avenue,Libertyville,Lake,IL,60048,42.28775,-87.95598000000001,91367.0,101697.0,111116.0,123675.0,134920.0,140523.0,152504,61386
989,JPMorgan Chase Bank,0,Melrose Park Branch,2006,3/9/1998,11/13/2004,1836 North Broadway,Melrose Park,Cook,IL,60160,41.90302,-87.86312,111203.0,138827.0,147559.0,156374.0,160202.0,165944.0,166232,61386
990,JPMorgan Chase Bank,0,Moline Main Branch,3176,3/20/1998,11/13/2004,501 15th Street,Moline,Rock Island,IL,61265,41.506029999999996,-90.51614000000001,40202.0,39808.0,39525.0,42844.0,49015.0,50294.0,57638,61386
991,JPMorgan Chase Bank,0,Elk Grove Town Center Branch,2007,5/12/1998,11/13/2004,940 Elk Grove Town Center,Elk Grove Village,Cook,IL,60007,42.001740000000005,-88.00581,38880.0,46973.0,57443.0,65691.0,72882.0,76312.0,81241,61386
992,JPMorgan Chase Bank,0,Naperville Rt 59 and 95th Branch,2014,1/5/1999,11/13/2004,"2863 W 95th St, Unit 151",Naperville,Will,IL,60564,0.0,0.0,33586.0,36777.0,41286.0,44993.0,51740.0,59201.0,65874,61386
993,JPMorgan Chase Bank,0,Bartlett Branch,2017,2/11/1999,11/13/2004,"1029 W Stearns Crossing, Ste B002",Bartlett,DuPage,IL,60103,0.0,0.0,28784.0,32166.0,36416.0,47685.0,49549.0,54571.0,58921,61386
994,JPMorgan Chase Bank,0,Jeffery Manor Branch,2033,2/28/2000,11/13/2004,1910 East 95th Street,Chicago,Cook,IL,60617,41.72248,-87.57763,25310.0,28243.0,30573.0,53948.0,56635.0,56090.0,58717,61386
