,Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits,2016 Median Annual Income
0,JPMorgan Chase Bank,0,Avenue U and East 17th St Branch,501,1/1/1900,6/20/1992,1722 Avenue U,Brooklyn,Kings,NY,11229,40.599109999999996,-73.95374,257757.0,256109.0,269664.0,393884.0,410870.0,432799.0,480204,61437
1,JPMorgan Chase Bank,0,Broadway and 96th Street Branch,512,1/1/1900,6/20/1992,"2551 Broadway, 96th Street",New York City,New York,NY,10025,40.79445,-73.97206,327054.0,336573.0,354604.0,385553.0,422699.0,441168.0,474228,61437
2,JPMorgan Chase Bank,0,Suffern Branch,3859,11/1/1901,10/1/2006,67 Lafayette Street,Suffern,Rockland,NY,10901,41.11541,-74.15134,38610.0,41017.0,44148.0,50997.0,58002.0,61939.0,65483,61437
3,JPMorgan Chase Bank,0,Grand Street Branch,509,1/1/1902,6/20/1992,231 Grand Street,New York City,New York,NY,10013,40.71853,-73.99513,110712.0,127369.0,161513.0,197445.0,219289.0,245988.0,281266,61437
4,JPMorgan Chase Bank,0,Ninth Street Branch,498,12/29/1902,6/20/1992,444 5th Avenue,Brooklyn,Kings,NY,11215,40.66985,-73.98073000000001,143163.0,161085.0,189245.0,205912.0,235212.0,248736.0,281082,61437
5,JPMorgan Chase Bank,0,Brownsville Branch,486,6/29/1903,6/20/1992,1697 Pitkin Avenue,Brooklyn,Kings,NY,11212,40.669709999999995,-73.91058000000001,26608.0,30392.0,31188.0,33872.0,34058.0,35972.0,40730,61437
6,JPMorgan Chase Bank,0,Main Street Branch,3772,7/1/1903,10/1/2006,235 Main Street,White Plains,Westchester,NY,10601,41.032920000000004,-73.76575,83732.0,97051.0,122387.0,137203.0,146185.0,148886.0,159187,61437
7,JPMorgan Chase Bank,0,Westhampton Beach Branch,3896,4/25/1904,10/1/2006,154 Main Street,Westhampton Beach,Suffolk,NY,11978,40.81009,-72.6416,39938.0,43212.0,44712.0,51264.0,63806.0,78339.0,83692,61437
8,JPMorgan Chase Bank,0,Bushwick Branch,487,7/1/1904,6/20/1992,819 Grand Street,Brooklyn,Kings,NY,11211,40.711999999999996,-73.94064,80934.0,93327.0,101083.0,106129.0,109817.0,126775.0,139762,61437
9,JPMorgan Chase Bank,0,Westbury Post and Maple Branch,3892,6/25/1910,10/1/2006,201 Post Avenue,Westbury,Nassau,NY,11590,40.75594,-73.58784,42092.0,44014.0,50129.0,58038.0,59676.0,62218.0,68066,61437
10,JPMorgan Chase Bank,0,Fourth Ave and 51st Street Branch,492,5/18/1912,6/20/1992,5101 Fourth Avenue,Brooklyn,Kings,NY,11220,40.64577,-74.01321999999999,77872.0,79086.0,72429.0,81459.0,99274.0,103731.0,101875,61437
11,JPMorgan Chase Bank,0,Delancey Street Branch,517,3/19/1915,6/20/1992,109 Delancey Street,New York City,New York,NY,10002,40.71855,-73.98854,85326.0,98701.0,110630.0,143089.0,156827.0,165411.0,241126,61437
12,JPMorgan Chase Bank,0,Broadway and 144th St Branch,526,9/1/1915,6/20/1992,3515 Broadway,New York City,New York,NY,10031,40.82581,-73.95111,52810.0,54194.0,62007.0,62872.0,73002.0,77545.0,80515,61437
13,JPMorgan Chase Bank,0,Hicksville North Broadway Branch,3905,1/1/1917,10/1/2006,249 North Broadway,Hicksville,Nassau,NY,11801,40.76777,-73.52425,75733.0,86999.0,99377.0,111910.0,120267.0,131270.0,151191,61437
14,JPMorgan Chase Bank,0,Scarsdale Branch,3922,5/10/1920,10/1/2006,8 East Parkway,Scarsdale,Westchester,NY,10583,40.989329999999995,-73.79275,183442.0,194342.0,204628.0,300469.0,320183.0,390234.0,408883,61437
15,JPMorgan Chase Bank,0,Rockaway Avenue Branch,3821,10/20/1920,10/1/2006,235 Rockaway Avenue,Valley Stream,Nassau,NY,11580,40.66101,-73.6998,31809.0,33784.0,34369.0,39603.0,44188.0,44352.0,48906,61437
16,JPMorgan Chase Bank,0,Ridgewood Branch,563,8/31/1921,6/20/1992,60-67 Myrtle Avenue,Ridgewood,Queens,NY,11385,40.70068,-73.89588,159586.0,161695.0,168912.0,193408.0,194767.0,210515.0,239461,61437
17,JPMorgan Chase Bank,0,West End Branch,1075,12/1/1921,7/14/1996,36 Genesee Street,Rochester,Monroe,NY,14611,43.14953,-77.63600000000001,4532.0,5223.0,6911.0,6370.0,6549.0,6695.0,6895,61437
18,JPMorgan Chase Bank,0,Havemeyer and Broadway Branch,499,4/28/1922,6/20/1992,225 Havemeyer Street,Brooklyn,Kings,NY,11211,40.70909,-73.95906,182139.0,212658.0,247696.0,282110.0,323918.0,361398.0,396328,61437
19,JPMorgan Chase Bank,0,New York Life Branch,520,12/18/1922,6/20/1992,386 Park Avenue South,New York City,New York,NY,10016,40.74292,-73.98449000000001,656985.0,634703.0,719617.0,810799.0,828921.0,904748.0,1015342,61437
20,JPMorgan Chase Bank,0,Thirteenth Ave and 48th St Branch,5258,1/1/1923,9/25/2008,4724 13th Avenue (48th Street),Brooklyn,Kings,NY,11219,40.63604,-73.99117,182630.0,175126.0,194780.0,216559.0,250726.0,291515.0,340561,61437
21,JPMorgan Chase Bank,0,Massapequa Branch,5337,1/1/1923,9/25/2008,4210 Sunrise Highway,Massapequa,Nassau,NY,11758,40.67532,-73.47639000000001,99789.0,94405.0,89926.0,93709.0,92085.0,91580.0,98301,61437
22,JPMorgan Chase Bank,0,Boro Park Branch,483,2/2/1925,6/20/1992,4901 Thirteenth Avenue,Brooklyn,Kings,NY,11219,40.63496,-73.9922,372403.0,377184.0,382038.0,499734.0,577501.0,666093.0,850875,61437
23,JPMorgan Chase Bank,0,Patchogue Branch,3978,7/11/1925,10/1/2006,115 East Main Street,Patchogue,Suffolk,NY,11772,40.76575,-73.01233,35362.0,39522.0,39526.0,42162.0,46575.0,51445.0,55399,61437
24,JPMorgan Chase Bank,0,Utica Avenue Branch,506,11/2/1925,6/20/1992,257 Utica Avenue,Brooklyn,Kings,NY,11213,40.66975,-73.93096,42737.0,43627.0,46388.0,45421.0,47631.0,49028.0,77637,61437
25,JPMorgan Chase Bank,0,Flatlands Branch,493,9/1/1926,6/20/1992,1987 Flatbush Avenue,Brooklyn,Kings,NY,11234,40.62129,-73.93544,126379.0,114066.0,108546.0,108997.0,109926.0,123330.0,142094,61437
26,JPMorgan Chase Bank,0,Mapleton Branch,496,9/13/1926,6/20/1992,6501 18th Avenue,Brooklyn,Kings,NY,11204,40.61909,-73.99014,152468.0,151279.0,177265.0,196219.0,199708.0,215111.0,241783,61437
27,JPMorgan Chase Bank,0,Concourse Branch,471,12/6/1926,6/20/1992,128 East Fordham Road,Bronx,Bronx,NY,10468,40.862359999999995,-73.8981,92532.0,96626.0,103650.0,110381.0,115712.0,123640.0,129136,61437
28,JPMorgan Chase Bank,0,Flushing Avenue Branch,507,4/4/1927,6/20/1992,210 Flushing Avenue,Brooklyn,Kings,NY,11205,40.6977,-73.96749,42574.0,47263.0,47002.0,55036.0,71490.0,71364.0,77548,61437
29,JPMorgan Chase Bank,0,Boynton Avenue Branch,469,4/14/1927,6/20/1992,1536 Westchester Avenue,Bronx,Bronx,NY,10472,40.82864,-73.87836,38890.0,39441.0,45274.0,50041.0,56442.0,60162.0,61872,61437
30,JPMorgan Chase Bank,0,Fifth Avenue and 21st Street Branch,3761,4/18/1927,10/1/2006,162 Fifth Avenue,New York City,New York,NY,10010,40.74048,-73.99039,102098.0,111553.0,120889.0,156407.0,158202.0,198611.0,213162,61437
31,JPMorgan Chase Bank,0,Monroe Avenue Branch,1071,1/1/1928,7/14/1996,560 Monroe Avenue,Rochester,Monroe,NY,14607,43.14573,-77.59227,31378.0,34252.0,39705.0,41787.0,40043.0,42509.0,46126,61437
32,JPMorgan Chase Bank,0,Forest Hills Branch,3839,1/1/1928,10/1/2006,9900 Metropolitan Avenue,Forest Hills,Queens,NY,11375,40.71087,-73.85373,45719.0,50178.0,56888.0,70998.0,74898.0,72311.0,79325,61437
33,JPMorgan Chase Bank,0,Mosholu Branch,473,6/15/1928,6/20/1992,3408 Jerome Avenue,Bronx,Bronx,NY,10467,40.881,-73.88322,85813.0,95107.0,98688.0,220304.0,118507.0,118387.0,131595,61437
34,JPMorgan Chase Bank,0,Yankee Stadium Branch,363,10/20/1928,10/26/1981,76 East 161st Street,Bronx,Bronx,NY,10451,40.82725,-73.92475999999999,99634.0,108556.0,104552.0,112101.0,116762.0,121525.0,3480,61437
35,JPMorgan Chase Bank,0,Pelham Parkway Branch,474,11/6/1928,6/20/1992,2126 White Plains Road,Bronx,Bronx,NY,10462,40.85414,-73.86764000000001,166924.0,168331.0,172688.0,183194.0,186641.0,206817.0,214699,61437
36,JPMorgan Chase Bank,0,Park Slope Branch,502,12/10/1928,6/20/1992,127 Seventh Avenue,Brooklyn,Kings,NY,11215,40.67313,-73.97627,237639.0,247785.0,278493.0,318071.0,336599.0,360810.0,426675,61437
37,JPMorgan Chase Bank,0,Eighty Sixth St and 19th Branch,5233,9/20/1929,9/25/2008,1901 86th Street,Brooklyn,Kings,NY,11214,40.605959999999996,-74.00039,195770.0,190571.0,188539.0,203894.0,213179.0,218663.0,236990,61437
38,JPMorgan Chase Bank,0,Nanuet Middletown Branch,3933,9/21/1929,10/1/2006,250 South Middletown Road,Nanuet,Rockland,NY,10954,41.08663,-74.01489000000001,67087.0,66258.0,73639.0,81526.0,88502.0,93824.0,105481,61437
39,JPMorgan Chase Bank,0,Tower Branch,1040,11/16/1929,7/14/1996,1 S Clinton Ave,Rochester,Monroe,NY,14604,43.157109999999996,-77.60665999999999,112317.0,521531.0,347314.0,549217.0,537603.0,465753.0,593098,61437
40,JPMorgan Chase Bank,0,Sheepshead Bay Branch,504,1/20/1930,6/20/1992,2623 East 17th Street,Brooklyn,Kings,NY,11235,40.58801,-73.95236,169563.0,189151.0,207809.0,225472.0,253619.0,260294.0,319154,61437
41,JPMorgan Chase Bank,0,Newkirk Plaza Branch,494,3/10/1930,6/20/1992,1509 Foster Avenue,Brooklyn,Kings,NY,11230,40.63432,-73.96269000000001,118751.0,123258.0,115551.0,148252.0,153831.0,164917.0,167768,61437
42,JPMorgan Chase Bank,0,Kings Highway Branch,495,9/22/1930,6/20/1992,1663 East 17th Street,Brooklyn,Kings,NY,11229,40.609190000000005,-73.95643000000001,148665.0,149714.0,152949.0,176143.0,186245.0,202885.0,207354,61437
43,JPMorgan Chase Bank,0,Madison Avenue & 72nd Street Branch,541,3/1/1932,6/20/1992,35 East 72nd Street,New York City,New York,NY,10021,40.77162,-73.96504,526273.0,708192.0,723552.0,737114.0,746575.0,763661.0,815233,61437
44,JPMorgan Chase Bank,0,Flatbush Branch,5235,10/8/1932,9/25/2008,1101 Avenue J,Brooklyn,Kings,NY,11230,40.62481,-73.96481,168325.0,166328.0,178360.0,202206.0,225287.0,246898.0,282050,61437
45,JPMorgan Chase Bank,0,Bay Ridge Branch,5304,9/1/1933,9/25/2008,7427 Fifth Avenue,Brooklyn,Kings,NY,11209,40.63007,-74.02232,361780.0,352659.0,378634.0,403761.0,427116.0,433473.0,460964,61437
46,JPMorgan Chase Bank,0,Bellmore Ave and Peach Branch,5338,1/1/1934,9/25/2008,501 Bellmore Avenue,East Meadow,Nassau,NY,11554,40.705220000000004,-73.56841,99734.0,101764.0,106967.0,112255.0,120893.0,117609.0,129143,61437
47,JPMorgan Chase Bank,0,Copiague Branch,5339,1/1/1934,9/25/2008,895 Merrick Road,Copiague,Suffolk,NY,11726,40.66888,-73.39339,85100.0,78042.0,77207.0,83384.0,83213.0,86851.0,139193,61437
48,JPMorgan Chase Bank,0,Hempstead Tpke and Randal Branch,5340,1/1/1934,9/25/2008,4276 Hempstead Turnpike,Bethpage,Nassau,NY,11714,40.725629999999995,-73.47916,60564.0,57435.0,55010.0,57454.0,60542.0,61828.0,65846,61437
49,JPMorgan Chase Bank,0,Shirley William Floyd Plaza Branch,5342,1/1/1934,9/25/2008,425 William Floyd Parkway,Shirley,Suffolk,NY,11967,40.780609999999996,-72.86508,44675.0,47617.0,50859.0,53270.0,53082.0,54960.0,62708,61437
50,JPMorgan Chase Bank,0,Lindenhurst Branch,5345,1/1/1934,9/25/2008,655 North Wellwood Avenue,Lindenhurst,Suffolk,NY,11757,40.70138,-73.38452,44413.0,45081.0,44581.0,49243.0,50215.0,88402.0,93751,61437
51,JPMorgan Chase Bank,0,Riverhead Branch,5346,1/1/1934,9/25/2008,"655 Old Country Road, Route 58",Riverhead,Suffolk,NY,11901,40.934909999999995,-72.66513,36424.0,35544.0,33779.0,37630.0,39245.0,39762.0,46400,61437
52,JPMorgan Chase Bank,0,New Rochelle Main St Branch,3958,1/20/1934,10/1/2006,491 Main Street,New Rochelle,Westchester,NY,10801,40.90911,-73.78123000000001,64850.0,65270.0,70497.0,73570.0,72247.0,74100.0,86433,61437
53,JPMorgan Chase Bank,0,Briarcliff Manor Branch,3959,1/20/1934,10/1/2006,1100 Pleasantville Road,Briarcliff Manor,Westchester,NY,10510,41.14948,-73.82969,39939.0,38775.0,46201.0,52024.0,58217.0,60769.0,78745,61437
54,JPMorgan Chase Bank,0,Middletown Branch,3843,1/24/1934,10/1/2006,135 North Street,Middletown,Orange,NY,10940,41.449740000000006,-74.41783000000001,29696.0,29666.0,31843.0,35524.0,38210.0,40407.0,46432,61437
56,JPMorgan Chase Bank,0,Lefferts Boulevard Branch,3842,12/8/1934,10/1/2006,10348 Lefferts Boulevard,South Richmond Hill,Queens,NY,11419,40.68663,-73.82436,83294.0,87758.0,95847.0,105671.0,114494.0,125674.0,139670,61437
57,JPMorgan Chase Bank,0,Mamaroneck Branch,3787,3/1/1935,10/1/2006,242 Mamaroneck Avenue,Mamaroneck,Westchester,NY,10543,40.950520000000004,-73.7341,66929.0,73181.0,84670.0,94111.0,94087.0,111149.0,195495,61437
58,JPMorgan Chase Bank,0,Allerton Avenue Branch,466,8/1/1936,6/20/1992,748 Allerton Avenue,Bronx,Bronx,NY,10467,40.8654,-73.86543,66486.0,67543.0,63695.0,66252.0,70273.0,76970.0,82549,61437
59,JPMorgan Chase Bank,0,Harlem Branch,525,11/2/1936,6/20/1992,322 West 125th Street,New York City,New York,NY,10027,40.81054,-73.95217,100240.0,94289.0,100148.0,116099.0,110693.0,112429.0,108995,61437
60,JPMorgan Chase Bank,0,Brentwood Branch,452,12/1/1936,3/13/1992,1800 Brentwood Road,Brentwood,Suffolk,NY,11717,40.77857,-73.24616999999999,67617.0,71120.0,70120.0,77884.0,78620.0,81544.0,88342,61437
61,JPMorgan Chase Bank,0,Brockport Branch,1056,2/27/1937,7/14/1996,66 Main Street,Brockport,Monroe,NY,14420,43.21519,-77.93859,38760.0,44085.0,51988.0,55870.0,57962.0,61165.0,60570,61437
62,JPMorgan Chase Bank,0,Stuyvesant Town Branch,530,6/30/1937,6/20/1992,255-257 First Avenue,New York City,New York,NY,10003,40.73198,-73.98219,174708.0,190866.0,206476.0,229780.0,256334.0,264379.0,294083,61437
63,JPMorgan Chase Bank,0,Radio City Branch,3763,7/1/1938,10/1/2006,51 West 51st Street,New York City,New York,NY,10019,40.76085,-73.97966,934034.0,951170.0,952156.0,1002316.0,1047649.0,1098648.0,1158172,61437
64,JPMorgan Chase Bank,0,City Island Branch,470,5/15/1939,6/20/1992,207 City Island Avenue,Bronx,Bronx,NY,10464,40.84425,-73.78537,74028.0,71203.0,74897.0,83269.0,84015.0,81752.0,87474,61437
65,JPMorgan Chase Bank,0,Moger Ave Branch,3790,3/1/1940,10/1/2006,55 East Main Street,Mount Kisco,Westchester,NY,10549,41.20961,-73.73047,58648.0,72746.0,78489.0,84663.0,90965.0,99664.0,104878,61437
66,JPMorgan Chase Bank,0,Halston and Harrison Branch,977,4/20/1940,7/14/1996,275 Halstead Avenue,Harrison,Westchester,NY,10528,40.96605,-73.71701999999999,225475.0,246438.0,301204.0,296032.0,260284.0,242329.0,258189,61437
67,JPMorgan Chase Bank,0,Pleasantville Branch,3797,7/22/1940,10/1/2006,444 Bedford Road,Pleasantville,Westchester,NY,10570,41.13395,-73.79113000000001,50878.0,48989.0,52541.0,53605.0,53733.0,68530.0,57031,61437
68,JPMorgan Chase Bank,0,Parkchester Branch,767,8/12/1940,7/14/1996,11 Hugh J. Grant Circle,Bronx,Bronx,NY,10462,40.83359,-73.86131,76758.0,76405.0,77605.0,83873.0,85878.0,97717.0,103621,61437
69,JPMorgan Chase Bank,0,Brighton Monroe Branch,1055,12/19/1940,7/14/1996,1755 Monroe Street,Rochester,Monroe,NY,14618,43.129329999999996,-77.56781,113164.0,117477.0,125416.0,138694.0,164521.0,159959.0,169879,61437
70,JPMorgan Chase Bank,0,Hasting Branch,3782,2/27/1941,10/1/2006,565 Warburton Avenue,Hastings-On-Hudson,Westchester,NY,10706,40.99646,-73.88209,46028.0,45986.0,59601.0,68237.0,74704.0,79594.0,96527,61437
71,JPMorgan Chase Bank,0,Tarrytown Branch,3799,4/28/1941,10/1/2006,64 North Broadway,Tarrytown,Westchester,NY,10591,41.079570000000004,-73.85765,62693.0,71978.0,83102.0,93431.0,89491.0,99933.0,113378,61437
72,JPMorgan Chase Bank,0,Irondequoit West Branch,1065,12/1/1941,7/14/1996,674 Titus Avenue,Irondequoit,Monroe,NY,14617,43.21067,-77.59862,47804.0,49104.0,54379.0,57240.0,58904.0,59521.0,59518,61437
73,JPMorgan Chase Bank,0,Church Avenue Branch,488,12/22/1941,6/20/1992,891 Utica Avenue,Brooklyn,Kings,NY,11203,40.65128,-73.93028000000001,76595.0,77506.0,81188.0,85793.0,96325.0,102320.0,110297,61437
75,JPMorgan Chase Bank,0,Brighton East Branch,5295,6/20/1942,9/25/2008,1002 Brighton Beach Avenue,Brooklyn,Kings,NY,11235,40.57792,-73.95945,138570.0,138941.0,147524.0,152279.0,153927.0,170498.0,182742,61437
76,JPMorgan Chase Bank,0,Mt. Vernon Ave Branch,3792,6/1/1943,10/1/2006,156 Mt. Vernon Avenue,Mount Vernon,Westchester,NY,10550,40.91328,-73.84968,17598.0,19700.0,20120.0,21488.0,24544.0,28232.0,31015,61437
77,JPMorgan Chase Bank,0,Ossining Branch,3795,1/18/1946,10/1/2006,21 Spring Street,Ossining,Westchester,NY,10562,41.16044,-73.86358,27002.0,30063.0,30689.0,31066.0,38594.0,41468.0,41760,61437
78,JPMorgan Chase Bank,0,Sunnyside North Branch,561,11/1/1946,6/20/1992,47-11 Queens Boulevard,Sunnyside,Queens,NY,11104,40.74315,-73.91708,172783.0,168368.0,176517.0,189087.0,200097.0,208223.0,218572,61437
79,JPMorgan Chase Bank,0,North Main Street Branch,3798,7/31/1947,10/1/2006,122 North Main Street,Port Chester,Westchester,NY,10573,41.00241,-73.66197,40991.0,45487.0,48974.0,52741.0,56713.0,58624.0,76804,61437
80,JPMorgan Chase Bank,0,Yonkers Getty Square Branch,3806,7/31/1947,10/1/2006,47 South Broadway,Yonkers,Westchester,NY,10701,40.93225,-73.89905,32224.0,31681.0,32166.0,33354.0,33323.0,35615.0,37943,61437
81,JPMorgan Chase Bank,0,Eastchester Branch,975,8/12/1947,7/14/1996,360 White Plains Road,Eastchester,Westchester,NY,10709,40.952870000000004,-73.81557,141070.0,145380.0,153429.0,167881.0,183916.0,197583.0,210600,61437
82,JPMorgan Chase Bank,0,Canandaigua Branch,1057,2/28/1948,7/14/1996,130 South Main Street,Canandaigua,Ontario,NY,14424,42.88582,-77.28012,58078.0,59664.0,62347.0,65696.0,67632.0,68472.0,72775,61437
83,JPMorgan Chase Bank,0,New Hyde Park Branch,5344,1/1/1949,9/25/2008,350 Hillside Avenue,New Hyde Park,Nassau,NY,11040,40.74091,-73.69743000000001,92275.0,93613.0,94488.0,97360.0,105336.0,121436.0,124939,61437
85,JPMorgan Chase Bank,0,Roosevelt and 75th St Branch,818,10/31/1949,7/14/1996,37-67 75th Street,Jackson Heights,Queens,NY,11372,40.74698,-73.89041999999999,131165.0,134820.0,134910.0,154188.0,172241.0,190912.0,216622,61437
86,JPMorgan Chase Bank,0,Melrose Branch,472,11/21/1949,6/20/1992,360 East 149th Street,Bronx,Bronx,NY,10455,40.81641,-73.91896,143362.0,139353.0,138835.0,142950.0,142865.0,148608.0,153533,61437
87,JPMorgan Chase Bank,0,Kew Gardens Branch,559,2/24/1950,6/20/1992,118-30 Queens Boulevard,Forest Hills,Queens,NY,11375,40.71475,-73.83218000000001,116562.0,100347.0,108380.0,130912.0,140822.0,159394.0,170186,61437
88,JPMorgan Chase Bank,0,New Dorp Branch,835,7/5/1950,7/14/1996,200 New Dorp Lane,Staten Island,Richmond,NY,10306,40.572990000000004,-74.11458,184754.0,169675.0,184606.0,198685.0,204004.0,203885.0,218596,61437
89,JPMorgan Chase Bank,0,Glen Oaks Branch,555,7/14/1950,6/20/1992,256-21 Union Turnpike,Glen Oaks,Queens,NY,11004,40.745490000000004,-73.71507,102893.0,110466.0,115407.0,128875.0,143291.0,161679.0,177306,61437
90,JPMorgan Chase Bank,0,Brooklyn Trust Branch,485,10/16/1950,6/20/1992,177 Montague Street,Brooklyn,Kings,NY,11201,40.69423,-73.99223,463182.0,448075.0,480266.0,543999.0,594112.0,611802.0,656295,61437
91,JPMorgan Chase Bank,0,Bedford and Dekalb Branch,490,10/16/1950,6/20/1992,975 Bedford Avenue,Brooklyn,Kings,NY,11205,40.69073,-73.9553,41628.0,42412.0,53210.0,66539.0,78930.0,89326.0,100545,61437
92,JPMorgan Chase Bank,0,Albee Square Branch,503,10/16/1950,6/20/1992,20 Flatbush Avenue,Brooklyn,Kings,NY,11217,40.68837,-73.98066999999999,76183.0,80761.0,109879.0,114184.0,125820.0,136994.0,143496,61437
93,JPMorgan Chase Bank,0,East Northportlarkfield Rd Branch,186,11/4/1950,1/18/1975,271 Larkfield Road,East Northport,Suffolk,NY,11731,40.87534,-73.32424,112628.0,113621.0,113899.0,121359.0,128286.0,129058.0,135773,61437
95,JPMorgan Chase Bank,0,Flushing Main St Branch,3969,12/18/1950,10/1/2006,36-63 Main Street,Flushing,Queens,NY,11354,40.76165,-73.83118,58427.0,72940.0,107880.0,131453.0,147631.0,169942.0,216734,61437
96,JPMorgan Chase Bank,0,Dewitt Branch,1042,1/2/1951,7/14/1996,4425 East Genesee Street,De Witt,Onondaga,NY,13214,43.03523,-76.06748,93230.0,98570.0,108898.0,114590.0,129701.0,133209.0,138841,61437
97,JPMorgan Chase Bank,0,South Broadway Yonkers Branch,3807,4/28/1951,10/1/2006,410 South Broadway,Yonkers,Westchester,NY,10705,40.91928,-73.89626,59678.0,62335.0,67851.0,70042.0,73429.0,80728.0,85743,61437
98,JPMorgan Chase Bank,0,West New Brighton Branch,836,11/1/1951,7/14/1996,666 Forest Avenue,Staten Island,Richmond,NY,10310,40.62962,-74.11126,162536.0,165944.0,176733.0,182973.0,187087.0,232916.0,211059,61437
99,JPMorgan Chase Bank,0,Browncroft Branch,1076,11/19/1951,7/14/1996,245 Merchants Road,Rochester,Monroe,NY,14609,43.160109999999996,-77.54862,23973.0,24064.0,27297.0,27367.0,29485.0,30504.0,32662,61437
100,JPMorgan Chase Bank,0,Bronxville Branch,3960,1/14/1952,10/1/2006,132 Parkway Road,Bronxville,Westchester,NY,10708,40.941,-73.83569,114987.0,121855.0,141091.0,171304.0,179721.0,194548.0,210105,61437
101,JPMorgan Chase Bank,0,Deer Park Ave Branch,3928,3/1/1952,10/1/2006,1948 Deer Park Avenue,Deer Park,Suffolk,NY,11729,40.76406,-73.33041999999999,58378.0,72877.0,79600.0,87643.0,91728.0,97099.0,111346,61437
102,JPMorgan Chase Bank,0,Wantagh Branch,213,10/4/1952,1/18/1975,1201 Wantagh Avenue,Wantagh,Nassau,NY,11793,40.693259999999995,-73.50773000000001,231604.0,229646.0,234722.0,248764.0,249229.0,261668.0,290658,61437
103,JPMorgan Chase Bank,0,Arthur Avenue Branch,245,11/24/1952,1/18/1975,2402 Arthur Avenue,Bronx,Bronx,NY,10458,40.8558,-73.88736,91268.0,89264.0,91370.0,98079.0,100594.0,104040.0,115766,61437
104,JPMorgan Chase Bank,0,Northport Main St Branch,200,12/23/1952,1/18/1975,54 Main Street,Northport,Suffolk,NY,11768,40.900220000000004,-73.35110999999999,114464.0,124469.0,123740.0,130417.0,146551.0,148851.0,161857,61437
105,JPMorgan Chase Bank,0,Bayside Bell Branch,3967,2/2/1953,10/1/2006,41-22 Bell Boulevard,Bayside,Queens,NY,11361,40.763040000000004,-73.77076,162846.0,156746.0,167858.0,234211.0,257301.0,264487.0,298881,61437
106,JPMorgan Chase Bank,0,Great Neck Branch,3881,2/9/1953,10/1/2006,675 Middle Neck Road,Great Neck,Nassau,NY,11023,40.804840000000006,-73.73510999999999,87049.0,91138.0,97803.0,131128.0,131600.0,145069.0,167630,61437
107,JPMorgan Chase Bank,0,Croton-On-Hudson Branch,3777,5/1/1953,10/1/2006,171 South Riverside Avenue,Croton-On-Hudson,Westchester,NY,10520,41.21359,-73.89799000000001,77750.0,82443.0,96107.0,109568.0,108991.0,119238.0,132342,61437
108,JPMorgan Chase Bank,0,Gedney Branch,987,5/18/1953,7/14/1996,501 Mamaroneck Avenue,White Plains,Westchester,NY,10605,41.02233,-73.75882,163891.0,163906.0,168961.0,182904.0,181766.0,193928.0,232484,61437
109,JPMorgan Chase Bank,0,Shelter Island Branch,3832,6/1/1953,10/1/2006,48 North Ferry Road,Shelter Island,Suffolk,NY,11964,41.062470000000005,-72.3348,29916.0,37624.0,36847.0,43505.0,42848.0,45979.0,45080,61437
110,JPMorgan Chase Bank,0,Yorktown Commerce St Branch,3811,7/10/1953,10/1/2006,2002 Commerce Street,Yorktown Heights,Westchester,NY,10598,41.28394,-73.79648,69523.0,80408.0,86815.0,106875.0,109599.0,117959.0,126928,61437
112,JPMorgan Chase Bank,0,First Ave and 44th St Branch,800,12/14/1953,7/14/1996,1 United Nations Plaza,New York City,New York,NY,10017,40.75012,-73.96888,1049068.0,662093.0,663589.0,668676.0,604426.0,576754.0,575874,61437
113,JPMorgan Chase Bank,0,Tuxedo Branch,3866,4/19/1954,10/1/2006,241 New York Route 17,Tuxedo Park,Orange,NY,10987,41.208940000000005,-74.22035,44492.0,40452.0,44073.0,49155.0,49595.0,53013.0,63630,61437
114,JPMorgan Chase Bank,0,Saw Mill River Road Branch,3808,4/24/1954,10/1/2006,270 Saw Mill River Road,Yonkers,Westchester,NY,10701,40.94631,-73.87751,34783.0,38008.0,37260.0,39330.0,43832.0,48370.0,51653,61437
115,JPMorgan Chase Bank,0,Holliswood Branch,556,5/24/1954,6/20/1992,205-19 Hillside Avenue,Hollis,Queens,NY,11423,40.72077,-73.76014,135263.0,135889.0,135370.0,143989.0,149796.0,167186.0,181550,61437
116,JPMorgan Chase Bank,0,Amityville Driveup Branch,174,6/14/1954,1/18/1975,4 John St,Amityville,Suffolk,NY,11701,40.678940000000004,-73.41969,93106.0,92272.0,96994.0,118907.0,115708.0,120730.0,125922,61437
117,JPMorgan Chase Bank,0,Central Avenue Branch,3833,6/26/1954,10/1/2006,270 North Central Avenue,Valley Stream,Nassau,NY,11580,40.67512,-73.70953,29339.0,34861.0,38459.0,47582.0,47451.0,51334.0,57007,61437
119,JPMorgan Chase Bank,0,Industrial Park Branch,1043,10/7/1954,7/14/1996,6004 Court Street,Syracuse,Onondaga,NY,13206,43.08165,-76.10378,30995.0,31399.0,32475.0,36245.0,39819.0,38365.0,41665,61437
120,JPMorgan Chase Bank,0,New Rochelle Branch,981,11/1/1954,7/14/1996,270 North Avenue,New Rochelle,Westchester,NY,10801,40.91212,-73.78289000000001,123508.0,132621.0,136375.0,174310.0,162972.0,157895.0,168282,61437
